;CreatedDate;IsConnectedTrailer;AssetTypeId;SiteId;AssetId;IsDefaultImage;FmVehicleId;DefaultDriverId;Country;CreatedBy;UserState;AssetImageUrl;AssetImage;IconColour;Icon;VinNumber;Year;Model;Make;TargetHourlyFuelConsumptionUnits;TargetFuelConsumptionUnits;FuelType;RegistrationNumber;Description;EngineHours;Odometer;FuelTankCapacity;Notes
117;2024-07-08T12:56:41Z;False;12;-380400459068987791;1547013207474409472;True;256;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W38R846389;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKU7G04;20331;;;;
118;2024-07-08T12:56:46Z;False;12;-380400459068987791;1547013227934224384;True;257;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W88R846811;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKV0914;20333;;;;
119;2024-07-08T12:56:51Z;False;12;-380400459068987791;1547013247370735616;True;258;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W78R847044;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKV0924;20335;;;;
120;2024-07-08T12:56:55Z;False;12;-380400459068987791;1547013266761003008;True;259;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W88R847053;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKV0934;20336;;;;
121;2024-07-08T12:57:01Z;False;12;-380400459068987791;1547013289724817408;True;260;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W88R846887;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKV0894;20337;;;;
122;2024-07-08T12:57:06Z;False;12;-380400459068987791;1547013311203848192;True;261;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W08R847046;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKS8744;20338;;;;
123;2024-07-08T12:57:11Z;False;12;-380400459068987791;1547013333559488512;True;262;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W28R846349;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKS8784;20340;;;;
124;2024-07-08T12:57:17Z;False;12;-380400459068987791;1547013356602994688;True;263;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82WX8R846387;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKS8804;20341;;;;
125;2024-07-08T12:57:21Z;False;12;-380400459068987791;1547013376131674112;True;264;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W18R849520;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY4035;20343;;;;
126;2024-07-08T12:57:26Z;False;12;-380400459068987791;1547013396650102784;True;265;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W28R849476;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY4115;20344;;;;
127;2024-07-08T12:57:31Z;False;12;-380400459068987791;1547013418741608448;True;266;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W28R849526;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY4155;20345;;;;
128;2024-07-08T12:57:36Z;False;12;-380400459068987791;1547013438849101824;True;267;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W08R851324;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKY4054;20347;;;;
129;2024-07-08T12:57:41Z;False;12;-380400459068987791;1547013460370075648;True;268;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W98R850866;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLB6064;20348;;;;
130;2024-07-08T12:57:46Z;False;12;-380400459068987791;1547013481089830912;True;269;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W88R850986;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC7524;20349;;;;
131;2024-07-08T12:57:51Z;False;12;-380400459068987791;1547013502061350912;True;270;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W98R851354;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY4215;20350;;;;
132;2024-07-08T12:57:56Z;False;12;-380400459068987791;1547013523330772992;True;271;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W98R851337;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLB6074;20351;;;;
133;2024-07-08T12:58:02Z;False;12;-380400459068987791;1547013545308819456;True;272;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W08R851243;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLB6A84;20352;;;;
134;2024-07-08T12:58:07Z;False;12;-380400459068987791;1547013566381109248;True;273;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W68R851344;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC7594;20353;;;;
135;2024-07-08T12:58:12Z;False;12;-380400459068987791;1547013587826479104;True;274;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W48R851343;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC7674;20354;;;;
136;2024-07-08T12:58:17Z;False;12;-380400459068987791;1547013609368530944;True;275;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W78R851403;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKY4014;20355;;;;
137;2024-07-08T12:58:22Z;False;12;-380400459068987791;1547013631224942592;True;276;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W38R851205;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLB6094;20356;;;;
138;2024-02-26T20:10:33Z;False;11;-380400459068987791;1498924807959474176;True;7;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NLC7694;20357;P37DT17H17M16S;908329,563;;
139;2024-07-08T12:58:27Z;False;12;-380400459068987791;1547013653408616448;True;277;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W48R851181;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC7684;20358;;;;
140;2024-02-26T20:09:28Z;False;11;-380400459068987791;1498924535635898368;True;4;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NJY3685;20360;P44DT22H34M28S;21805,5879;;
141;2024-02-26T20:09:51Z;False;11;-380400459068987791;1498924628896071680;True;5;-106647426425259773;BR;Thiago Moreira;Decommissioned;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NLB6B04;20361;P3DT19H57M5S;60418,2656;;O módulo do veículo apresentou problema, os valores no barramento CAN estão abaixo dos valores ideais para as leituras. Na soma dos pontos está dando 2.8 volts. Data 02/04/2024.
142;2024-02-26T20:11:22Z;False;11;-380400459068987791;1498925011269795840;True;9;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NLB6B14;20362;P37DT22H43M58S;982004,2;;
143;2024-07-08T12:58:32Z;False;12;-380400459068987791;1547013675210608640;True;278;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W68R851327;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC7H94;20363;;;;
144;2024-02-26T20:10:58Z;False;11;-380400459068987791;1498924912015962112;True;8;-106647426425259773;BR;Thiago Moreira;Decommissioned;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NLC8F04;20364;;1609056,5;;Modulo CAN desbalanceado, a medição da CAN está com valores iguais. 27/02/2024.
145;2024-07-08T12:58:38Z;False;12;-380400459068987791;1547013697255976960;True;279;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W88R851393;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC8E54;20365;;;;
146;2024-07-08T12:58:43Z;False;12;-380400459068987791;1547013718730813440;True;280;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W68R851280;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY3H65;20366;;;;
147;2024-07-08T12:58:48Z;False;12;-380400459068987791;1547013739748470784;True;281;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W18R851350;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4D54;20367;;;;
148;2024-02-26T20:10:13Z;False;11;-380400459068987791;1498924721338707968;True;6;-106647426425259773;BR;Thiago Moreira;Decommissioned;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NLC8D94;20368;P10DT1H11M55S;4050610,0;;
149;2024-07-08T12:58:53Z;False;12;-380400459068987791;1547013761516908544;True;282;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W78R851367;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC8D54;20369;;;;
150;2024-07-08T12:58:58Z;False;12;-380400459068987791;1547013783331377152;True;283;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W88R851426;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC8C84;20370;;;;
151;2024-07-08T12:59:03Z;False;12;-380400459068987791;1547013804202340352;True;284;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W08R849492;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY3I35;20371;;;;
152;2024-07-08T12:59:08Z;False;12;-380400459068987791;1547013825425518592;True;285;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W98R851340;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4D44;20372;;;;
153;2024-07-08T12:59:15Z;False;12;-380400459068987791;1547013851610558464;True;286;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W68R851179;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4E04;20373;;;;
154;2024-07-08T12:59:23Z;False;12;-380400459068987791;1547013888730148864;True;287;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W28R850949;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4D94;20374;;;;
155;2024-07-08T12:59:28Z;False;12;-380400459068987791;1547013910129487872;True;288;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W58R851335;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4D84;20375;;;;
156;2024-07-08T12:59:34Z;False;12;-380400459068987791;1547013931398696960;True;289;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W48R850953;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4D74;20376;;;;
157;2024-07-08T12:59:38Z;False;12;-380400459068987791;1547013950487080960;True;290;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W98R851208;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY3855;20377;;;;
158;2024-07-08T12:59:43Z;False;12;-380400459068987791;1547013972083552256;True;291;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W18R851266;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY3J25;20378;;;;
159;2024-07-08T12:59:48Z;False;12;-380400459068987791;1547013992987856896;True;292;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W68R851392;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC4364;20379;;;;
160;2024-07-08T12:59:54Z;False;12;-380400459068987791;1547014016715034624;True;293;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W38R851012;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NJY3935;20380;;;;
161;2024-07-08T12:59:59Z;False;12;-380400459068987791;1547014037820878848;True;294;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W18R851056;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NLC7654;20382;;;;
162;2024-07-08T13:00:04Z;False;12;-380400459068987791;1547014059098583040;True;295;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W59R901068;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKN2375;20383;;;;
163;2024-07-08T13:00:09Z;False;12;-380400459068987791;1547014080988655616;True;296;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W69R900947;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKN2235;20384;;;;
164;2024-07-08T13:00:15Z;False;12;-380400459068987791;1547014104610975744;True;297;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W69R901077;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKN2245;20385;;;;
165;2024-02-26T20:08:40Z;False;11;-380400459068987791;1498924331134042112;True;2;-106647426425259773;BR;Thiago Moreira;Decommissioned;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus-articulated.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus-articulated.jpg;blue;bus-right;;2008;VW 17-230 EOD;Volkswagen;l/h;km/l;;NKN2285;20386;PT22H31M47S;25278,1582;;
166;2024-07-08T13:00:20Z;False;12;-380400459068987791;1547014126475882496;True;298;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BWRL82W98R853556;2008;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NKN2355;20388;;;;
167;2024-07-08T13:00:26Z;False;12;-380400459068987791;1547014151008366592;True;299;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9532L82WXBR142429;2011;17-230 EOD;Volkswagen;l/h;km/l;Diesel;NVX1529;20409;;;;
168;2024-07-08T13:00:41Z;False;12;-380400459068987791;1547014214983979009;True;302;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BVT5T722CE400053;2011;B 270 F;Volkswagen;l/h;km/l;Diesel;AUQ5578;20410;;;;
169;2024-07-08T13:00:31Z;False;12;-380400459068987791;1547014171715538944;True;300;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9532G82W5DR320321;2013;17-230 EOD;Volkswagen;l/h;km/l;Diesel;ONC8233;20411;;;;
170;2024-07-08T13:00:36Z;False;12;-380400459068987791;1547014193354059776;True;301;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9532G82WXDR320234;2013;17-230 EOD;Volkswagen;l/h;km/l;Diesel;ONC8223;20412;;;;
171;2024-07-08T12:40:13Z;False;12;-380400459068987791;1547009063414083584;True;80;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB936286;2014;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C44;20422;;;;
172;2024-07-08T12:40:19Z;False;12;-380400459068987791;1547009087271284736;True;81;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB937998;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVQ7H20;20423;;;;
173;2024-07-08T12:40:24Z;False;12;-380400459068987791;1547009108158812160;True;82;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB935211;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C16;20424;;;;
174;2024-07-08T12:40:28Z;False;12;-380400459068987791;1547009127838486528;True;83;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB935247;2014;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C45;20425;;;;
175;2024-07-08T12:40:34Z;False;12;-380400459068987791;1547009150416531456;True;84;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB935321;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C17;20426;;;;
176;2024-07-08T12:40:39Z;False;12;-380400459068987791;1547009171069177856;True;85;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB934982;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0D08;20427;;;;
177;2024-07-08T12:40:44Z;False;12;-380400459068987791;1547009192472817664;True;86;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB936228;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C28;20428;PT12H39M51S;187,433;;
178;2024-07-08T12:40:49Z;False;12;-380400459068987791;1547009214421504000;True;87;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB935184;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C19;20429;;;;
179;2024-07-08T12:40:54Z;False;12;-380400459068987791;1547009237012131840;True;88;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB936294;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0E56;20430;;;;
180;2024-07-08T12:41:00Z;False;12;-380400459068987791;1547009261137768448;True;89;-106647426425259773;BR;Thiago Moreira;Available;https://us.mixtelematics.com/images/Uploads/Assets/asset-heavy-passenger-vehicle-bus.jpg?width=150&height=150&mode=crop;asset-heavy-passenger-vehicle-bus.jpg;blue;truck-right;9BM384078EB936729;2013;OF-1721;Mercedes Benz;l/h;km/l;Diesel;OVO0C48;20431;;;;
